time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20180613:0911,525.77,364.82,249.25,14.9,43.56,13.01,4.83,0.0
20180613:1011,565.69,338.8,326.04,15.73,50.48,13.72,4.97,0.0
20180613:1111,434.12,134.89,376.5,13.12,55.43,14.35,4.83,0.0
20180613:1211,228.51,4.7,271.45,7.88,57.31,14.95,5.24,0.0
20180613:1311,178.54,0.0,220.21,6.32,55.55,15.44,5.45,0.0
20180613:1411,115.71,0.0,149.43,4.29,50.68,15.67,5.72,0.0
20180613:1511,67.65,0.0,94.38,2.71,43.81,15.28,5.38,0.0
20180613:1611,72.38,0.0,99.62,2.86,35.86,14.61,4.69,0.0
20180613:1711,33.24,0.0,53.31,1.53,27.51,14.24,4.62,0.0
20180613:1811,9.27,0.0,21.85,0.63,19.18,13.89,4.9,0.0
20180613:1911,2.27,0.0,10.47,0.33,11.25,13.41,6.76,0.0
20180613:2011,0.0,0.0,2.42,0.08,4.05,13.05,7.1,0.0
20180613:2111,0.0,0.0,0.0,0.0,0.0,12.65,7.72,0.0
20180613:2211,0.0,0.0,0.0,0.0,0.0,12.64,8.28,0.0
20180613:2311,0.0,0.0,0.0,0.0,0.0,12.72,8.62,0.0
20180614:0011,0.0,0.0,0.0,0.0,0.0,12.96,9.1,0.0
20180614:0111,0.0,0.0,0.0,0.0,0.0,13.27,9.17,0.0
20180614:0211,0.0,0.0,0.0,0.0,0.0,13.54,9.03,0.0
20180614:0311,0.0,0.0,0.0,0.0,0.0,13.81,8.76,0.0
20180614:0411,0.0,0.0,4.03,0.13,3.85,14.15,8.76,0.0
20180614:0511,23.53,0.0,41.08,1.28,11.02,14.52,8.9,0.0
20180614:0611,95.82,16.01,117.2,4.92,18.93,14.82,9.59,0.0
20180614:0711,227.07,116.99,164.37,8.8,27.24,14.56,10.0,0.0
20180614:0811,204.0,21.38,224.74,6.97,35.61,14.39,10.55,0.0
20180614:0911,399.36,150.6,310.23,11.94,43.58,13.92,12.07,0.0
20180614:1011,389.04,101.21,347.83,11.81,50.51,13.54,12.07,0.0
20180614:1111,264.43,13.94,298.04,8.8,55.47,13.73,11.38,0.0
20180614:1211,602.07,307.44,387.02,16.41,57.36,14.18,11.38,0.0
20180614:1311,650.59,398.34,354.57,17.33,55.61,14.11,10.21,0.0
20180614:1411,200.37,3.37,238.04,6.9,50.75,13.58,9.79,0.0
20180614:1511,480.0,259.8,292.98,13.77,43.88,13.56,9.66,0.0
20180614:1611,266.5,65.02,250.04,8.75,35.94,13.62,8.97,0.0
20180614:1711,190.18,45.72,187.74,6.97,27.58,13.15,8.69,0.0
20180614:1811,26.48,0.0,44.57,1.28,19.25,12.54,8.07,0.0
20180614:1911,39.67,0.0,60.41,1.88,11.32,12.06,7.38,0.0
20180614:2011,7.19,0.0,18.53,0.58,4.12,11.4,6.62,0.0
20180614:2111,0.0,0.0,0.0,0.0,0.0,10.64,6.55,0.0
20180614:2211,0.0,0.0,0.0,0.0,0.0,10.25,6.14,0.0
20180614:2311,0.0,0.0,0.0,0.0,0.0,10.03,6.0,0.0
20180615:0011,0.0,0.0,0.0,0.0,0.0,9.88,5.79,0.0
20180615:0111,0.0,0.0,0.0,0.0,0.0,9.97,5.86,0.0
20180615:0211,0.0,0.0,0.0,0.0,0.0,9.75,5.72,0.0
20180615:0311,0.0,0.0,0.0,0.0,0.0,9.67,5.66,0.0
20180615:0411,0.07,0.0,5.64,0.18,3.87,9.57,5.31,0.0
20180615:0511,27.37,0.0,45.11,1.4,11.03,9.67,5.79,0.0
20180615:0611,45.8,0.0,67.29,1.93,18.94,10.03,5.93,0.0
20180615:0711,97.97,0.71,125.84,3.64,27.25,10.45,5.79,0.0
20180615:0811,121.45,0.0,152.93,4.39,35.62,11.07,5.66,0.0
20180615:0911,122.67,0.0,154.67,4.44,43.59,11.6,5.31,0.0
20180615:1011,296.23,35.95,311.61,9.61,50.53,11.88,5.45,0.0
20180615:1111,343.79,53.41,347.83,10.91,55.5,12.1,5.79,0.0
20180615:1211,389.04,82.09,371.87,12.07,57.41,12.53,5.52,0.0
20180615:1311,514.79,218.2,385.1,14.82,55.67,13.55,5.31,0.0
20180615:1411,468.45,193.13,357.1,13.77,50.81,14.07,4.97,0.0
20180615:1511,253.96,29.44,274.41,8.48,43.94,14.19,4.76,0.0
20180615:1611,128.5,0.93,161.72,4.67,36.0,13.69,4.97,0.0
20180615:1711,92.72,0.71,121.47,3.51,27.64,13.07,4.34,0.0
20180615:1811,90.09,4.91,116.13,3.79,19.32,12.5,3.93,0.0
20180615:1911,9.32,0.0,21.75,0.68,11.39,12.13,3.66,0.0
20180615:2011,0.0,0.0,2.42,0.08,4.18,11.72,3.1,0.0
20180615:2111,0.0,0.0,0.0,0.0,0.0,11.27,3.03,0.0
20180615:2211,0.0,0.0,0.0,0.0,0.0,10.95,2.9,0.0
20180615:2311,0.0,0.0,0.0,0.0,0.0,10.77,2.62,0.0
20180616:0011,0.0,0.0,0.0,0.0,0.0,10.04,2.41,0.0
20180616:0111,0.0,0.0,0.0,0.0,0.0,9.55,2.41,0.0
20180616:0211,0.0,0.0,0.0,0.0,0.0,9.08,2.41,0.0
20180616:0311,0.0,0.0,0.0,0.0,0.0,8.91,2.55,0.0
20180616:0411,0.0,0.0,2.42,0.08,3.88,8.82,2.76,0.0
20180616:0511,26.08,0.0,43.49,1.35,11.04,9.25,2.9,0.0
20180616:0611,25.33,0.0,42.82,1.23,18.94,10.28,3.24,0.0
20180616:0711,44.76,0.0,66.41,1.91,27.25,11.2,4.76,0.0
20180616:0811,73.45,0.0,99.62,2.86,35.62,11.6,4.55,0.0
20180616:0911,106.82,0.0,137.2,3.94,43.6,11.54,4.07,0.0
20180616:1011,103.57,0.0,133.7,3.84,50.54,11.66,3.66,0.0
20180616:1111,152.81,0.0,188.75,5.42,55.53,11.79,3.66,0.0
20180616:1211,357.38,60.95,358.73,11.34,57.44,12.26,4.0,0.0
20180616:1311,73.21,0.0,99.62,2.86,55.72,12.09,3.79,0.0
20180616:1411,104.02,0.0,134.57,3.86,50.87,12.26,3.45,0.0
20180616:1511,118.01,0.0,151.18,4.34,44.0,13.69,3.52,0.0
20180616:1611,235.12,40.85,241.51,7.93,36.06,13.63,4.48,0.0
20180616:1711,252.14,210.98,105.15,10.44,27.7,12.6,4.28,0.0
20180616:1811,96.15,8.65,120.73,4.26,19.38,12.43,4.34,0.0
20180616:1911,38.24,0.0,58.8,1.83,11.44,12.17,4.28,0.0
20180616:2011,7.71,0.0,19.33,0.6,4.24,11.58,4.62,0.0
20180616:2111,0.0,0.0,0.0,0.0,0.0,10.65,4.83,0.0
20180616:2211,0.0,0.0,0.0,0.0,0.0,10.09,4.97,0.0
20180616:2311,0.0,0.0,0.0,0.0,0.0,9.83,4.83,0.0
20180617:0011,0.0,0.0,0.0,0.0,0.0,9.43,4.69,0.0
20180617:0111,0.0,0.0,0.0,0.0,0.0,9.08,4.55,0.0
20180617:0211,0.0,0.0,0.0,0.0,0.0,8.75,3.93,0.0
20180617:0311,0.0,0.0,0.0,0.0,0.0,8.36,3.59,0.0
20180617:0411,0.0,0.0,2.42,0.08,3.89,8.03,3.31,0.0
20180617:0511,36.15,0.0,55.58,1.73,11.04,8.77,2.9,0.0
20180617:0611,74.2,45.01,75.29,6.5,18.94,9.8,2.48,0.0
20180617:0711,143.19,12.05,166.19,5.19,27.25,10.62,3.24,0.0
20180617:0811,277.06,79.65,247.81,9.06,35.62,11.62,4.0,0.0
20180617:0911,181.37,4.2,217.12,6.32,43.6,12.68,3.79,0.0
20180617:1011,219.48,7.85,256.93,7.53,50.55,13.5,4.14,0.0
20180617:1111,513.02,226.15,379.58,14.82,55.55,13.96,4.28,0.0
20180617:1211,456.55,151.12,387.07,13.67,57.48,14.08,4.48,0.0
20180617:1311,172.32,0.0,212.35,6.1,55.76,14.21,4.62,0.0
20180617:1411,279.31,29.17,303.58,9.26,50.92,14.09,4.55,0.0
20180617:1511,137.73,0.0,173.02,4.97,44.05,13.61,4.62,0.0
20180617:1611,171.05,8.36,201.65,6.0,36.12,13.39,4.9,0.0
20180617:1711,121.27,4.29,150.37,4.46,27.76,13.38,4.9,0.0
20180617:1811,12.36,0.0,26.22,0.75,19.43,13.32,4.34,0.0
20180617:1911,2.27,0.0,10.47,0.33,11.5,13.32,4.28,0.0
20180617:2011,0.0,0.0,4.83,0.15,4.29,13.36,4.41,0.0
20180617:2111,0.0,0.0,0.0,0.0,0.0,13.37,4.55,0.0
20180617:2211,0.0,0.0,0.0,0.0,0.0,13.16,4.9,0.0
20180617:2311,0.0,0.0,0.0,0.0,0.0,12.81,5.17,0.0
20180618:0011,0.0,0.0,0.0,0.0,0.0,12.59,5.52,0.0
20180618:0111,0.0,0.0,0.0,0.0,0.0,12.31,6.0,0.0
20180618:0211,0.0,0.0,0.0,0.0,0.0,11.88,6.48,0.0
20180618:0311,0.0,0.0,0.0,0.0,0.0,11.33,6.83,0.0
20180618:0411,3.67,0.0,12.89,0.4,3.89,10.89,6.41,0.0
20180618:0511,40.59,0.0,61.21,1.91,11.03,10.86,6.76,0.0
20180618:0611,63.89,0.58,88.08,2.58,18.93,11.07,7.45,0.0
20180618:0711,172.37,30.41,181.29,6.27,27.24,11.57,6.97,0.0
20180618:0811,372.63,213.7,219.5,11.64,35.61,12.28,7.38,0.0
20180618:0911,357.32,110.19,305.99,11.01,43.59,13.15,7.17,0.0
20180618:1011,453.18,172.69,352.42,13.27,50.55,13.21,7.45,0.0
20180618:1111,420.86,117.08,372.76,12.72,55.56,13.79,7.59,0.0
20180618:1211,538.1,235.39,391.22,15.25,57.5,14.08,7.59,0.0
20180618:1311,485.85,184.33,381.9,14.15,55.8,14.36,7.52,0.0
20180618:1411,408.31,125.64,351.21,12.37,50.96,14.62,7.66,0.0
20180618:1511,419.34,182.82,306.36,12.52,44.1,14.72,7.59,0.0
20180618:1611,91.87,0.0,121.47,3.49,36.16,14.24,7.45,0.0
20180618:1711,55.44,0.0,79.52,2.28,27.81,13.55,6.9,0.0
20180618:1811,34.25,0.0,54.18,1.56,19.48,12.74,6.41,0.0
20180618:1911,2.28,0.0,10.47,0.33,11.55,12.55,6.28,0.0
20180618:2011,7.7,0.0,19.33,0.6,4.34,11.93,6.48,0.0
20180618:2111,0.0,0.0,0.0,0.0,0.0,11.41,6.48,0.0
20180618:2211,0.0,0.0,0.0,0.0,0.0,10.75,6.97,0.0
20180618:2311,0.0,0.0,0.0,0.0,0.0,10.02,6.69,0.0
20180619:0011,0.0,0.0,0.0,0.0,0.0,9.56,6.69,0.0
20180619:0111,0.0,0.0,0.0,0.0,0.0,9.3,6.62,0.0
20180619:0211,0.0,0.0,0.0,0.0,0.0,9.06,6.55,0.0
20180619:0311,0.0,0.0,0.0,0.0,0.0,8.98,6.41,0.0
20180619:0411,6.22,0.0,16.91,0.53,3.88,9.08,6.28,0.0
20180619:0511,29.39,0.0,47.52,1.48,11.02,9.41,6.21,0.0
20180619:0611,84.51,33.2,93.14,5.97,18.91,9.99,6.34,0.0
20180619:0711,244.18,196.28,107.48,10.08,27.22,10.67,6.07,0.0
20180619:0811,252.77,55.45,242.86,8.33,35.59,11.37,5.93,0.0
20180619:0911,200.35,8.39,232.43,6.85,43.58,12.02,5.86,0.0
20180619:1011,294.45,36.99,309.07,9.56,50.55,12.38,5.72,0.0
20180619:1111,271.03,18.54,302.15,9.01,55.56,12.81,5.72,0.0
20180619:1211,386.73,83.13,369.28,12.02,57.52,13.13,5.59,0.0
20180619:1311,202.02,1.16,243.05,7.0,55.83,13.11,5.38,0.0
20180619:1411,435.0,157.03,352.89,12.99,51.0,13.86,5.17,0.0
20180619:1511,351.62,107.17,307.34,10.99,44.14,13.77,4.34,0.0
20180619:1611,158.03,5.57,190.92,5.62,36.21,14.25,4.0,0.0
20180619:1711,60.58,0.0,85.64,2.46,27.85,13.53,3.72,0.0
20180619:1811,29.29,0.0,48.06,1.38,19.52,12.04,2.0,0.0
20180619:1911,30.28,0.0,49.13,1.53,11.59,11.63,1.17,0.0
20180619:2011,8.27,0.0,20.14,0.63,4.38,11.14,1.45,0.0
20180619:2111,0.0,0.0,0.0,0.0,0.0,10.83,2.0,0.0
20180619:2211,0.0,0.0,0.0,0.0,0.0,10.64,2.41,0.0
20180619:2311,0.0,0.0,0.0,0.0,0.0,10.5,2.62,0.0
20180620:0011,0.0,0.0,0.0,0.0,0.0,10.5,2.69,0.0
20180620:0111,0.0,0.0,0.0,0.0,0.0,11.01,1.79,0.0
20180620:0211,0.0,0.0,0.0,0.0,0.0,12.11,1.38,0.0
20180620:0311,0.0,0.0,0.0,0.0,0.0,12.46,1.45,0.0
20180620:0411,0.0,0.0,2.42,0.08,3.87,12.44,1.45,0.0
20180620:0511,2.29,0.0,10.47,0.33,11.01,12.3,1.24,0.0
20180620:0611,37.87,0.0,58.55,1.68,18.9,12.16,2.14,0.0
20180620:0711,35.85,0.0,55.93,1.61,27.2,11.45,2.76,0.0
20180620:0811,107.76,0.0,138.07,3.96,35.57,10.88,3.03,0.0
20180620:0911,144.09,0.0,178.27,5.12,43.56,10.64,3.31,0.0
20180620:1011,119.44,0.0,151.18,4.34,50.54,11.26,3.72,0.0
20180620:1111,94.27,0.0,123.21,3.54,55.56,11.52,3.52,0.0
20180620:1211,356.79,59.7,361.21,11.39,57.53,11.9,2.76,0.0
20180620:1311,236.29,6.95,276.97,8.08,55.85,12.48,2.62,0.0
20180620:1411,375.83,95.34,349.56,11.76,51.03,13.26,2.97,0.0
20180620:1511,327.28,79.86,307.49,10.44,44.18,13.63,3.79,0.0
20180620:1611,92.05,0.0,121.47,3.49,36.25,13.35,4.83,0.0
20180620:1711,120.36,3.59,149.48,4.41,27.89,12.87,6.0,0.0
20180620:1811,32.96,0.0,52.43,1.51,19.56,11.84,6.28,0.0
20180620:1911,2.75,0.0,11.28,0.35,11.63,11.21,6.0,0.0
20180620:2011,7.77,0.0,19.33,0.6,4.41,10.31,5.72,0.0
20180620:2111,0.0,0.0,0.0,0.0,0.0,9.52,5.45,0.0
20180620:2211,0.0,0.0,0.0,0.0,0.0,9.09,6.07,0.0
20180620:2311,0.0,0.0,0.0,0.0,0.0,8.57,6.21,0.0
20180621:0011,0.0,0.0,0.0,0.0,0.0,7.86,6.21,0.0
20180621:0111,0.0,0.0,0.0,0.0,0.0,7.6,5.93,0.0
20180621:0211,0.0,0.0,0.0,0.0,0.0,7.22,5.52,0.0
20180621:0311,0.0,0.0,0.0,0.0,0.0,6.96,4.9,0.0
20180621:0411,0.0,0.0,2.42,0.08,3.85,6.82,4.69,0.0
20180621:0511,37.86,0.0,57.19,1.78,10.98,7.07,4.48,0.0
20180621:0611,55.85,62.03,44.97,7.27,18.87,7.84,4.62,0.0
20180621:0711,258.04,258.27,64.17,11.11,27.18,8.88,5.38,0.0
20180621:0811,463.61,423.57,110.41,14.35,35.55,10.22,6.28,0.0
20180621:0911,556.6,398.16,242.1,15.53,43.54,11.25,6.41,0.0
20180621:1011,630.83,427.92,304.37,17.01,50.52,12.1,6.34,0.0
20180621:1111,791.63,707.78,227.01,20.47,55.55,13.13,6.34,0.0
20180621:1211,662.02,409.68,368.81,17.83,57.54,13.97,6.48,0.0
20180621:1311,559.13,270.04,385.69,15.78,55.87,14.6,6.55,0.0
20180621:1411,689.87,565.35,248.65,18.49,51.06,14.84,6.34,0.0
20180621:1511,396.94,150.3,316.45,12.12,44.21,15.17,6.14,0.0
20180621:1611,443.09,367.23,155.94,13.92,36.28,15.32,5.79,0.0
20180621:1711,249.3,173.95,138.61,10.03,27.92,15.4,5.52,0.0
20180621:1811,96.88,32.52,108.8,6.02,19.6,15.09,5.1,0.0
20180621:1911,42.58,0.0,64.44,2.01,11.66,14.12,4.76,0.0
20180621:2011,7.64,0.0,19.33,0.6,4.44,13.07,4.41,0.0
20180621:2111,0.0,0.0,0.0,0.0,0.0,11.91,4.28,0.0
20180621:2211,0.0,0.0,0.0,0.0,0.0,10.92,4.21,0.0
20180621:2311,0.0,0.0,0.0,0.0,0.0,10.05,4.21,0.0
20180622:0011,0.0,0.0,0.0,0.0,0.0,9.31,4.14,0.0
20180622:0111,0.0,0.0,0.0,0.0,0.0,8.56,4.0,0.0
20180622:0211,0.0,0.0,0.0,0.0,0.0,8.04,3.66,0.0
20180622:0311,0.0,0.0,0.0,0.0,0.0,7.65,3.45,0.0
20180622:0411,6.29,0.0,16.91,0.53,3.82,7.33,3.31,0.0
20180622:0511,32.97,0.0,51.55,1.61,10.96,7.63,3.24,0.0
20180622:0611,64.06,51.21,60.44,6.8,18.84,8.53,3.52,0.0
20180622:0711,249.39,242.44,71.42,10.76,27.15,9.63,3.86,0.0
20180622:0811,451.99,431.62,96.74,14.22,35.52,10.83,3.66,0.0
20180622:0911,630.04,660.97,79.76,17.71,43.51,12.02,3.59,0.0
20180622:1011,561.39,338.26,325.68,15.75,50.5,13.11,3.59,0.0
20180622:1111,767.85,721.65,207.68,20.32,55.54,14.09,3.79,0.0
20180622:1211,729.65,589.95,293.03,19.47,57.53,14.98,4.0,0.0
20180622:1311,804.96,844.99,137.35,21.32,55.88,15.74,4.14,0.0
20180622:1411,735.17,767.4,123.23,19.94,51.08,16.39,4.14,0.0
20180622:1511,430.57,210.28,303.82,13.02,44.24,16.94,4.14,0.0
20180622:1611,295.6,103.26,253.57,9.78,36.31,17.11,4.28,0.0
20180622:1711,163.91,23.75,183.08,6.07,27.95,16.68,4.41,0.0
20180622:1811,92.58,35.93,102.2,6.1,19.62,15.61,4.48,0.0
20180622:1911,12.57,0.0,26.58,0.83,11.68,14.71,4.21,0.0
20180622:2011,0.0,0.0,3.22,0.1,4.46,13.62,4.28,0.0
20180622:2111,0.0,0.0,0.0,0.0,0.0,12.39,4.07,0.0
20180622:2211,0.0,0.0,0.0,0.0,0.0,11.44,4.14,0.0
20180622:2311,0.0,0.0,0.0,0.0,0.0,10.47,4.07,0.0
20180623:0011,0.0,0.0,0.0,0.0,0.0,9.7,3.72,0.0
20180623:0111,0.0,0.0,0.0,0.0,0.0,8.99,3.66,0.0
20180623:0211,0.0,0.0,0.0,0.0,0.0,8.53,3.72,0.0
20180623:0311,0.0,0.0,0.0,0.0,0.0,8.19,3.66,0.0
20180623:0411,5.22,0.0,15.3,0.48,3.79,8.06,3.72,0.0
20180623:0511,24.27,0.0,41.08,1.28,10.92,8.26,3.79,0.0
20180623:0611,22.03,0.0,38.45,1.1,18.8,8.93,4.14,0.0
20180623:0711,110.39,2.11,138.09,4.04,27.11,9.78,4.83,0.0
20180623:0811,134.27,0.92,166.09,4.79,35.48,10.62,4.55,0.0
20180623:0911,312.25,67.03,298.7,9.93,43.48,11.55,4.48,0.0
20180623:1011,498.57,229.6,353.56,14.37,50.47,12.65,4.55,0.0
20180623:1111,535.7,245.58,385.24,15.33,55.52,13.58,4.62,0.0
20180623:1211,466.36,154.53,395.03,13.95,57.52,14.06,4.62,0.0
20180623:1311,368.32,73.04,362.39,11.66,55.88,14.42,4.62,0.0
20180623:1411,557.2,318.72,341.19,15.75,51.09,14.83,4.62,0.0
20180623:1511,569.48,456.51,219.03,16.23,44.26,15.23,4.34,0.0
20180623:1611,295.53,96.82,257.53,9.73,36.33,15.37,3.93,0.0
20180623:1711,254.72,203.3,118.86,10.49,27.97,15.45,3.72,0.0
20180623:1811,99.77,28.4,114.64,5.79,19.64,15.18,3.66,0.0
20180623:1911,40.32,0.0,62.02,1.93,11.7,15.15,3.66,0.0
20180623:2011,0.0,0.0,4.03,0.13,4.48,14.17,3.72,0.0
20180623:2111,0.0,0.0,0.0,0.0,0.0,12.99,3.52,0.0
20180623:2211,0.0,0.0,0.0,0.0,0.0,11.95,3.38,0.0
20180623:2311,0.0,0.0,0.0,0.0,0.0,11.23,3.1,0.0
20180624:0011,0.0,0.0,0.0,0.0,0.0,10.55,3.03,0.0
20180624:0111,0.0,0.0,0.0,0.0,0.0,10.05,2.97,0.0
20180624:0211,0.0,0.0,0.0,0.0,0.0,9.64,2.83,0.0
20180624:0311,0.0,0.0,0.0,0.0,0.0,9.37,2.69,0.0
20180624:0411,5.7,0.0,16.11,0.5,3.75,9.19,2.69,0.0
20180624:0511,38.72,0.0,58.8,1.83,10.88,9.5,2.69,0.0
20180624:0611,61.21,53.18,57.11,6.97,18.76,10.42,2.97,0.0
20180624:0711,246.82,218.71,93.45,10.56,27.07,11.56,3.52,0.0
20180624:0811,445.49,411.01,115.14,14.15,35.44,12.82,3.59,0.0
20180624:0911,615.71,610.54,120.59,17.48,43.44,14.21,3.72,0.0
20180624:1011,728.51,732.54,148.01,19.77,50.43,15.53,3.93,0.0
20180624:1111,822.27,907.16,104.23,21.92,55.49,16.68,4.07,0.0
20180624:1211,823.39,862.98,156.44,21.92,57.51,17.67,4.14,0.0
20180624:1311,802.66,848.87,145.43,21.57,55.88,18.46,4.14,0.0
20180624:1411,718.75,716.28,165.25,19.77,51.1,18.96,4.21,0.0
20180624:1511,612.53,613.58,129.3,17.68,44.27,19.22,4.21,0.0
20180624:1611,461.09,468.68,89.52,14.9,36.35,19.17,4.28,0.0
20180624:1711,259.2,257.8,77.47,11.21,27.99,18.78,4.21,0.0
20180624:1811,70.87,66.9,60.01,7.35,19.66,18.08,4.07,0.0
20180624:1911,39.83,0.0,62.02,1.93,11.72,17.55,3.66,0.0
20180624:2011,6.98,0.0,18.53,0.58,4.49,16.14,3.45,0.0
20180624:2111,0.0,0.0,0.0,0.0,0.0,14.62,3.45,0.0
20180624:2211,0.0,0.0,0.0,0.0,0.0,13.41,3.45,0.0
20180624:2311,0.0,0.0,0.0,0.0,0.0,12.55,3.52,0.0
20180625:0011,0.0,0.0,0.0,0.0,0.0,11.94,3.52,0.0
20180625:0111,0.0,0.0,0.0,0.0,0.0,11.56,3.45,0.0
20180625:0211,0.0,0.0,0.0,0.0,0.0,11.19,3.38,0.0
20180625:0311,0.0,0.0,0.0,0.0,0.0,10.94,3.45,0.0
20180625:0411,6.16,0.0,16.91,0.53,3.71,10.8,3.45,0.0
20180625:0511,29.72,0.0,48.33,1.51,10.84,11.31,3.31,0.0
20180625:0611,62.25,50.85,60.43,6.9,18.72,12.69,3.17,0.0
20180625:0711,241.49,214.99,95.24,10.49,27.02,14.56,3.17,0.0
20180625:0811,431.34,388.81,129.54,13.92,35.39,16.09,3.31,0.0
20180625:0911,597.12,588.58,135.01,17.31,43.39,17.44,3.17,0.0
20180625:1011,715.21,748.34,138.43,19.89,50.39,18.68,3.03,0.0
20180625:1111,794.47,893.47,114.36,21.85,55.46,19.8,2.83,0.0
20180625:1211,811.67,931.18,115.34,22.45,57.48,20.66,2.41,0.0
20180625:1311,764.77,835.28,155.36,21.5,55.87,21.36,1.93,0.0
20180625:1411,676.29,690.8,181.0,19.57,51.1,21.76,1.38,0.0
20180625:1511,581.13,616.1,128.33,17.71,44.28,21.93,0.76,0.0
20180625:1611,402.06,331.1,177.52,13.5,36.36,21.54,0.41,0.0
20180625:1711,255.12,274.17,65.89,11.44,28.0,20.75,0.55,0.0
20180625:1811,96.41,9.48,125.07,4.41,19.67,19.76,0.9,0.0
20180625:1911,42.22,0.0,65.24,2.03,11.72,18.28,1.45,0.0
20180625:2011,8.0,0.0,20.14,0.63,4.49,16.78,1.52,0.0
20180625:2111,0.0,0.0,0.0,0.0,0.0,15.23,1.66,0.0
20180625:2211,0.0,0.0,0.0,0.0,0.0,13.8,1.59,0.0
20180625:2311,0.0,0.0,0.0,0.0,0.0,12.73,1.59,0.0
20180626:0011,0.0,0.0,0.0,0.0,0.0,11.82,1.52,0.0
20180626:0111,0.0,0.0,0.0,0.0,0.0,10.94,1.17,0.0
20180626:0211,0.0,0.0,0.0,0.0,0.0,11.02,0.97,0.0
20180626:0311,0.0,0.0,0.0,0.0,0.0,11.41,0.69,0.0
20180626:0411,0.0,0.0,4.03,0.13,3.66,11.19,0.55,0.0
20180626:0511,18.21,0.0,33.83,1.05,10.79,11.1,0.62,0.0
20180626:0611,85.26,4.07,111.72,3.64,18.67,12.14,0.69,0.0
20180626:0711,173.23,36.38,182.1,6.52,26.97,13.36,0.34,0.0
20180626:0811,350.93,208.21,220.92,11.56,35.34,15.04,0.41,0.0
20180626:0911,468.05,305.86,271.03,14.22,43.34,16.71,0.62,0.0
20180626:1011,507.06,293.59,337.5,15.18,50.34,18.03,0.83,0.0
20180626:1111,585.21,384.87,353.04,17.06,55.41,19.21,1.17,0.0
20180626:1211,595.79,382.0,368.67,17.31,57.45,19.9,1.59,0.0
20180626:1311,636.03,474.71,327.59,18.14,55.85,20.36,2.0,0.0
20180626:1411,614.0,491.15,276.5,17.58,51.09,20.41,2.28,0.0
20180626:1511,410.61,196.04,308.0,12.82,44.28,20.48,2.48,0.0
20180626:1611,379.19,253.97,212.67,12.42,36.36,20.32,2.48,0.0
20180626:1711,114.36,3.62,147.74,4.36,28.01,19.72,2.69,0.0
20180626:1811,98.83,13.15,124.65,4.72,19.68,18.71,2.62,0.0
20180626:1911,3.52,0.0,12.89,0.4,11.73,17.11,2.62,0.0
20180626:2011,6.48,0.0,17.72,0.55,4.49,15.83,2.41,0.0
20180626:2111,0.0,0.0,0.0,0.0,0.0,14.78,2.34,0.0
20180626:2211,0.0,0.0,0.0,0.0,0.0,13.84,2.07,0.0
20180626:2311,0.0,0.0,0.0,0.0,0.0,13.18,1.86,0.0
20180627:0011,0.0,0.0,0.0,0.0,0.0,12.42,1.86,0.0
20180627:0111,0.0,0.0,0.0,0.0,0.0,11.86,1.79,0.0
20180627:0211,0.0,0.0,0.0,0.0,0.0,11.41,1.52,0.0
20180627:0311,0.0,0.0,0.0,0.0,0.0,11.05,1.17,0.0
20180627:0411,0.0,0.0,2.42,0.08,3.61,10.92,0.76,0.0
20180627:0511,15.76,0.0,30.61,0.95,10.73,11.22,0.69,0.0
20180627:0611,62.41,0.27,87.29,2.53,18.61,11.63,0.55,0.0
20180627:0711,134.89,9.79,161.75,4.99,26.91,12.4,0.34,0.0
20180627:0811,233.4,46.99,238.51,8.0,35.29,13.84,0.48,0.0
20180627:0911,548.71,497.69,178.59,16.23,43.29,15.33,0.69,0.0
20180627:1011,675.8,698.38,157.16,19.21,50.29,17.2,0.97,0.0
20180627:1111,745.11,806.03,155.85,20.9,55.37,18.93,1.24,0.0
20180627:1211,759.33,810.09,177.81,21.27,57.42,20.37,1.45,0.0
20180627:1311,750.99,828.03,147.35,21.15,55.83,21.4,1.66,0.0
20180627:1411,685.71,725.43,150.21,19.59,51.08,22.04,2.0,0.0
20180627:1511,582.55,598.12,131.29,17.33,44.27,22.22,2.28,0.0
20180627:1611,415.89,363.66,152.31,13.67,36.36,22.04,2.55,0.0
20180627:1711,234.26,159.77,144.56,9.63,28.01,21.41,2.62,0.0
20180627:1811,78.15,55.88,75.96,6.85,19.68,20.53,2.55,0.0
20180627:1911,41.9,0.0,65.24,2.03,11.72,19.96,2.14,0.0
20180627:2011,5.37,0.0,16.11,0.5,4.48,18.73,1.79,0.0
20180627:2111,0.0,0.0,0.0,0.0,0.0,17.31,1.79,0.0
20180627:2211,0.0,0.0,0.0,0.0,0.0,16.04,1.59,0.0
20180627:2311,0.0,0.0,0.0,0.0,0.0,14.77,1.17,0.0
20180628:0011,0.0,0.0,0.0,0.0,0.0,14.43,0.83,0.0
20180628:0111,0.0,0.0,0.0,0.0,0.0,14.58,0.34,0.0
20180628:0211,0.0,0.0,0.0,0.0,0.0,14.14,0.48,0.0
20180628:0311,0.0,0.0,0.0,0.0,0.0,12.95,0.41,0.0
20180628:0411,3.17,0.0,12.08,0.38,3.55,12.43,0.48,0.0
20180628:0511,34.66,0.0,54.77,1.71,10.67,12.9,0.76,0.0
