time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20180628:0611,65.2,41.91,69.51,6.4,18.55,13.62,0.76,0.0
20180628:0711,230.17,206.13,94.53,10.16,26.85,15.06,0.76,0.0
20180628:0811,416.51,414.67,101.51,13.9,35.22,17.51,0.62,0.0
20180628:0911,563.27,607.94,109.0,17.13,43.23,20.18,0.41,0.0
20180628:1011,650.84,720.03,141.25,19.31,50.23,22.17,0.14,0.0
20180628:1111,708.25,785.57,165.49,20.67,55.31,23.53,0.48,0.0
20180628:1211,743.56,851.63,149.49,21.5,57.37,24.43,0.9,0.0
20180628:1311,729.71,822.78,148.42,21.05,55.8,25.0,1.31,0.0
20180628:1411,668.59,720.37,150.15,19.47,51.06,25.18,1.72,0.0
20180628:1511,570.51,594.48,131.29,17.23,44.26,25.17,2.14,0.0
20180628:1611,440.9,475.54,77.94,14.72,36.35,24.59,2.69,0.0
20180628:1711,247.68,240.17,87.84,10.81,28.0,23.47,3.1,0.0
20180628:1811,72.26,62.53,65.52,7.02,19.67,21.95,3.1,0.0
20180628:1911,40.3,0.0,63.63,1.98,11.71,21.45,2.55,0.0
20180628:2011,7.87,0.0,20.14,0.63,4.47,19.65,2.48,0.0
20180628:2111,0.0,0.0,0.0,0.0,0.0,17.74,2.48,0.0
20180628:2211,0.0,0.0,0.0,0.0,0.0,16.25,2.28,0.0
20180628:2311,0.0,0.0,0.0,0.0,0.0,15.19,2.0,0.0
20180629:0011,0.0,0.0,0.0,0.0,0.0,14.34,1.72,0.0
20180629:0111,0.0,0.0,0.0,0.0,0.0,13.41,1.59,0.0
20180629:0211,0.0,0.0,0.0,0.0,0.0,12.73,1.66,0.0
20180629:0311,0.0,0.0,0.0,0.0,0.0,12.21,1.79,0.0
20180629:0411,1.08,0.0,8.05,0.25,3.48,11.78,1.86,0.0
20180629:0511,30.25,0.0,49.13,1.53,10.6,11.95,1.93,0.0
20180629:0611,89.06,7.94,113.95,4.14,18.48,12.61,2.21,0.0
20180629:0711,204.9,89.4,168.18,8.03,26.78,13.48,2.34,0.0
20180629:0811,404.88,330.92,153.8,12.99,35.16,14.32,2.55,0.0
20180629:0911,562.82,501.28,173.64,16.18,43.16,15.1,2.76,0.0
20180629:1011,557.62,356.86,315.0,15.83,50.16,15.87,2.97,0.0
20180629:1111,417.19,128.88,371.93,12.89,55.25,16.46,3.17,0.0
20180629:1211,518.47,239.47,387.24,15.2,57.32,16.99,3.17,0.0
20180629:1311,685.9,552.43,290.41,18.74,55.76,17.43,3.24,0.0
20180629:1411,692.2,666.93,181.54,19.01,51.04,17.64,3.31,0.0
20180629:1511,586.21,550.73,157.73,16.83,44.25,17.52,3.38,0.0
20180629:1611,444.39,419.98,115.18,14.17,36.34,17.12,3.38,0.0
20180629:1711,233.46,136.4,158.12,9.18,27.99,16.59,3.38,0.0
20180629:1811,89.18,43.49,93.69,6.32,19.66,15.92,3.31,0.0
20180629:1911,43.08,0.0,65.24,2.03,11.7,14.69,3.24,0.0
20180629:2011,0.0,0.0,4.83,0.15,4.45,13.69,3.17,0.0
20180629:2111,0.0,0.0,0.0,0.0,0.0,12.59,3.1,0.0
20180629:2211,0.0,0.0,0.0,0.0,0.0,11.78,2.9,0.0
20180629:2311,0.0,0.0,0.0,0.0,0.0,11.26,2.55,0.0
20180630:0011,0.0,0.0,0.0,0.0,0.0,10.88,2.28,0.0
20180630:0111,0.0,0.0,0.0,0.0,0.0,10.54,2.21,0.0
20180630:0211,0.0,0.0,0.0,0.0,0.0,10.19,2.28,0.0
20180630:0311,0.0,0.0,0.0,0.0,0.0,10.0,2.28,0.0
20180630:0411,4.17,0.0,13.69,0.43,3.41,9.89,2.28,0.0
20180630:0511,33.85,0.0,53.16,1.66,10.53,10.27,2.41,0.0
20180630:0611,62.05,45.18,63.3,6.62,18.41,10.97,2.34,0.0
20180630:0711,237.55,208.08,95.26,10.26,26.71,11.8,2.21,0.0
20180630:0811,435.79,410.38,110.33,14.0,35.08,13.15,2.21,0.0
20180630:0911,599.93,601.28,120.64,17.23,43.09,14.51,2.41,0.0
20180630:1011,722.65,765.86,121.25,19.84,50.09,15.86,2.69,0.0
20180630:1111,795.7,866.81,125.59,21.47,55.19,17.11,2.97,0.0
20180630:1211,804.88,839.96,167.58,21.62,57.27,18.14,3.31,0.0
20180630:1311,808.14,891.63,115.74,21.75,55.72,18.8,3.79,0.0
20180630:1411,749.12,825.47,94.27,20.47,51.01,19.06,4.34,0.0
20180630:1511,620.69,635.0,115.15,17.76,44.22,19.02,4.55,0.0
20180630:1611,468.18,491.05,74.14,15.0,36.32,18.84,4.41,0.0
20180630:1711,261.93,258.82,78.85,11.16,27.97,18.54,4.07,0.0
20180630:1811,69.7,72.34,54.82,7.4,19.64,18.08,3.72,0.0
20180630:1911,39.25,0.0,61.21,1.91,11.67,17.11,3.59,0.0
20180630:2011,7.51,0.0,19.33,0.6,4.42,16.08,3.17,0.0
20180630:2111,0.0,0.0,0.0,0.0,0.0,14.95,2.83,0.0
20180630:2211,0.0,0.0,0.0,0.0,0.0,13.98,2.41,0.0
20180630:2311,0.0,0.0,0.0,0.0,0.0,13.08,2.07,0.0
20180701:0011,0.0,0.0,0.0,0.0,0.0,12.03,1.79,0.0
20180701:0111,0.0,0.0,0.0,0.0,0.0,10.85,1.79,0.0
20180701:0211,0.0,0.0,0.0,0.0,0.0,9.87,1.79,0.0
20180701:0311,0.0,0.0,0.0,0.0,0.0,9.21,1.79,0.0
20180701:0411,4.2,0.0,13.69,0.43,3.33,9.0,1.66,0.0
20180701:0511,32.53,0.0,51.55,1.61,10.45,9.96,1.38,0.0
20180701:0611,63.2,41.42,67.42,6.4,18.33,12.77,1.31,0.0
20180701:0711,229.51,190.6,105.28,9.91,26.63,14.06,2.0,0.0
20180701:0811,417.49,378.33,126.63,13.55,35.01,15.55,2.07,0.0
20180701:0911,582.39,589.13,122.61,16.98,43.01,17.09,2.07,0.0
20180701:1011,680.89,684.42,165.83,19.06,50.02,18.49,2.14,0.0
20180701:1111,749.73,775.66,175.56,20.64,55.11,19.59,2.34,0.0
20180701:1211,751.29,736.05,220.28,20.64,57.2,20.47,2.55,0.0
20180701:1311,724.77,690.91,227.83,20.04,55.67,21.16,2.76,0.0
20180701:1411,654.16,593.8,226.26,18.46,50.97,21.45,2.83,0.0
20180701:1511,564.38,515.01,182.93,16.58,44.19,21.46,2.97,0.0
20180701:1611,434.71,410.05,126.09,14.15,36.3,21.42,2.97,0.0
20180701:1711,245.96,199.36,120.62,10.26,27.95,21.23,2.97,0.0
20180701:1811,87.3,45.68,92.48,6.42,19.61,20.54,2.9,0.0
20180701:1911,41.97,0.0,65.24,2.03,11.65,19.71,2.55,0.0
20180701:2011,6.37,0.0,17.72,0.55,4.39,18.67,2.07,0.0
20180701:2111,0.0,0.0,0.0,0.0,0.0,17.4,1.86,0.0
20180701:2211,0.0,0.0,0.0,0.0,0.0,16.25,1.66,0.0
20180701:2311,0.0,0.0,0.0,0.0,0.0,15.28,1.24,0.0
20180702:0011,0.0,0.0,0.0,0.0,0.0,14.46,0.9,0.0
20180702:0111,0.0,0.0,0.0,0.0,0.0,12.9,1.66,0.0
20180702:0211,0.0,0.0,0.0,0.0,0.0,13.02,2.97,0.0
20180702:0311,0.0,0.0,0.0,0.0,0.0,12.43,3.59,0.0
20180702:0411,0.0,0.0,1.61,0.05,3.25,11.82,3.86,0.0
20180702:0511,19.43,0.0,35.44,1.1,10.37,11.68,4.07,0.0
20180702:0611,48.29,0.0,70.78,2.03,18.25,12.0,4.48,0.0
20180702:0711,99.98,1.4,128.47,3.74,26.55,12.08,4.76,0.0
20180702:0811,122.22,0.92,153.86,4.44,34.92,12.34,4.62,0.0
20180702:0911,147.77,0.0,183.51,5.27,42.93,12.6,4.48,0.0
20180702:1011,131.82,0.0,166.03,4.77,49.94,13.01,4.34,0.0
20180702:1111,175.81,0.0,215.84,6.2,55.03,13.57,4.21,0.0
20180702:1211,353.87,61.2,357.97,11.31,57.13,14.15,4.07,0.0
20180702:1311,336.15,53.65,346.13,10.86,55.61,14.66,3.93,0.0
20180702:1411,553.46,322.12,337.22,15.65,50.93,14.92,3.79,0.0
20180702:1511,604.33,562.42,158.38,17.06,44.16,15.04,3.66,0.0
20180702:1611,462.84,447.52,103.87,14.55,36.27,14.98,3.52,0.0
20180702:1711,261.47,229.26,100.77,10.71,27.92,14.53,3.31,0.0
20180702:1811,74.06,69.07,60.13,7.25,19.58,14.19,3.03,0.0
20180702:1911,41.88,0.0,63.63,1.98,11.61,13.92,2.69,0.0
20180702:2011,8.17,0.0,20.14,0.63,4.35,13.26,2.34,0.0
20180702:2111,0.0,0.0,0.0,0.0,0.0,12.43,2.0,0.0
20180702:2211,0.0,0.0,0.0,0.0,0.0,11.63,1.93,0.0
20180702:2311,0.0,0.0,0.0,0.0,0.0,10.94,1.79,0.0
20180703:0011,0.0,0.0,0.0,0.0,0.0,10.25,1.66,0.0
20180703:0111,0.0,0.0,0.0,0.0,0.0,9.62,1.45,0.0
20180703:0211,0.0,0.0,0.0,0.0,0.0,9.18,1.24,0.0
20180703:0311,0.0,0.0,0.0,0.0,0.0,9.26,1.03,0.0
20180703:0411,0.0,0.0,2.42,0.08,3.16,9.28,1.03,0.0
20180703:0511,28.55,0.0,46.72,1.45,10.28,9.98,0.97,0.0
20180703:0611,87.01,7.69,111.27,4.06,18.16,10.81,0.9,0.0
20180703:0711,190.44,65.64,173.46,7.32,26.47,12.03,0.9,0.0
20180703:0811,402.5,342.88,143.64,13.02,34.84,13.38,0.97,0.0
20180703:0911,584.26,610.2,104.02,17.01,42.84,14.94,1.24,0.0
20180703:1011,705.7,780.3,99.39,19.62,49.85,16.24,1.66,0.0
20180703:1111,779.09,885.53,99.79,21.25,54.95,17.52,2.07,0.0
20180703:1211,790.91,860.07,142.11,21.42,57.05,18.31,2.41,0.0
20180703:1311,787.93,895.6,99.96,21.42,55.54,19.02,2.69,0.0
20180703:1411,718.34,785.38,108.54,19.84,50.88,19.3,2.97,0.0
20180703:1511,603.27,624.9,112.08,17.38,44.12,19.27,3.24,0.0
20180703:1611,450.03,451.19,95.09,14.4,36.23,18.89,3.45,0.0
20180703:1711,256.75,252.71,78.46,10.86,27.89,18.28,3.52,0.0
20180703:1811,70.37,70.14,56.5,7.17,19.55,17.51,3.38,0.0
20180703:1911,32.12,0.0,52.35,1.63,11.57,16.73,3.17,0.0
20180703:2011,7.0,0.0,18.53,0.58,4.3,15.72,2.62,0.0
20180703:2111,0.0,0.0,0.0,0.0,0.0,14.67,2.21,0.0
20180703:2211,0.0,0.0,0.0,0.0,0.0,13.8,1.93,0.0
20180703:2311,0.0,0.0,0.0,0.0,0.0,13.02,1.72,0.0
20180704:0011,0.0,0.0,0.0,0.0,0.0,12.09,1.45,0.0
20180704:0111,0.0,0.0,0.0,0.0,0.0,11.39,1.1,0.0
20180704:0211,0.0,0.0,0.0,0.0,0.0,11.35,0.97,0.0
20180704:0311,0.0,0.0,0.0,0.0,0.0,11.19,0.9,0.0
20180704:0411,3.67,0.0,12.89,0.4,3.07,10.96,0.9,0.0
20180704:0511,29.06,0.0,47.52,1.48,10.19,10.98,0.9,0.0
20180704:0611,56.6,41.93,59.99,6.32,18.07,12.91,1.03,0.0
20180704:0711,222.9,197.7,93.82,9.83,26.37,14.61,0.9,0.0
20180704:0811,409.11,387.63,114.24,13.45,34.75,16.13,0.9,0.0
20180704:0911,559.8,563.47,130.81,16.53,42.75,17.57,1.03,0.0
20180704:1011,648.78,631.25,187.24,18.36,49.75,19.37,1.52,0.0
20180704:1111,714.33,717.38,199.51,19.92,54.86,20.49,1.66,0.0
20180704:1211,730.01,720.7,219.94,20.27,56.97,20.93,1.79,0.0
20180704:1311,592.64,404.51,341.68,17.06,55.47,21.37,2.07,0.0
20180704:1411,332.36,78.19,333.72,10.99,50.82,21.28,1.93,0.0
20180704:1511,296.22,71.32,296.72,9.93,44.07,21.1,1.66,0.0
20180704:1611,154.98,6.62,193.65,5.72,36.19,20.88,1.17,0.0
20180704:1711,77.06,0.0,108.36,3.11,27.85,20.89,0.83,0.0
20180704:1811,48.84,0.0,74.28,2.13,19.5,20.79,0.69,0.0
20180704:1911,11.02,0.0,24.97,0.78,11.53,20.74,0.83,0.0
20180704:2011,0.0,0.0,2.42,0.08,4.25,20.09,1.45,0.0
20180704:2111,0.0,0.0,0.0,0.0,0.0,19.23,2.14,0.0
20180704:2211,0.0,0.0,0.0,0.0,0.0,18.47,2.83,0.0
20180704:2311,0.0,0.0,0.0,0.0,0.0,17.57,3.17,0.0
20180705:0011,0.0,0.0,0.0,0.0,0.0,16.63,3.38,0.0
20180705:0111,0.0,0.0,0.0,0.0,0.0,15.93,3.45,0.0
20180705:0211,0.0,0.0,0.0,0.0,0.0,15.26,3.38,0.0
20180705:0311,0.0,0.0,0.0,0.0,0.0,14.62,3.52,0.0
20180705:0411,0.7,0.0,7.25,0.23,2.97,14.03,3.59,0.0
20180705:0511,33.91,0.0,53.97,1.68,10.09,13.97,3.72,0.0
20180705:0611,68.68,33.02,78.82,6.0,17.97,14.46,3.86,0.0
20180705:0711,227.53,183.12,109.81,9.76,26.28,15.24,4.21,0.0
20180705:0811,248.62,61.13,240.87,8.4,34.65,16.46,4.07,0.0
20180705:0911,445.3,250.97,285.11,13.34,42.65,17.71,3.38,0.0
20180705:1011,563.34,379.21,311.98,16.13,49.66,18.75,2.69,0.0
20180705:1111,719.9,696.06,223.16,19.99,54.76,19.69,1.79,0.0
20180705:1211,598.74,410.99,360.9,17.56,56.88,20.17,0.48,0.0
20180705:1311,494.12,236.47,382.62,15.03,55.4,20.27,1.17,0.0
20180705:1411,556.38,355.22,328.41,16.03,50.75,19.48,2.9,0.0
20180705:1511,438.47,226.05,302.61,13.22,44.02,18.46,3.72,0.0
20180705:1611,192.09,17.06,220.9,6.75,36.14,17.42,4.34,0.0
20180705:1711,246.84,167.45,143.61,9.73,27.8,16.67,4.28,0.0
20180705:1811,75.01,68.47,62.09,7.17,19.46,16.01,3.93,0.0
20180705:1911,31.66,0.0,51.55,1.61,11.48,15.65,3.66,0.0
20180705:2011,8.1,0.0,20.14,0.63,4.19,14.78,3.31,0.0
20180705:2111,0.0,0.0,0.0,0.0,0.0,13.93,2.83,0.0
20180705:2211,0.0,0.0,0.0,0.0,0.0,13.22,2.28,0.0
20180705:2311,0.0,0.0,0.0,0.0,0.0,12.8,2.07,0.0
20180706:0011,0.0,0.0,0.0,0.0,0.0,12.39,1.93,0.0
20180706:0111,0.0,0.0,0.0,0.0,0.0,11.88,1.38,0.0
20180706:0211,0.0,0.0,0.0,0.0,0.0,11.54,1.1,0.0
20180706:0311,0.0,0.0,0.0,0.0,0.0,11.57,0.83,0.0
20180706:0411,0.0,0.0,4.03,0.13,2.87,11.89,0.21,0.0
20180706:0511,28.25,0.0,46.72,1.45,9.99,11.91,0.41,0.0
20180706:0611,54.23,43.24,56.71,6.45,17.87,12.46,1.03,0.0
20180706:0711,230.44,210.53,86.54,10.08,26.18,12.88,2.9,0.0
20180706:0811,427.39,397.84,111.57,13.62,34.55,13.84,3.03,0.0
20180706:0911,583.82,555.41,143.5,16.61,42.55,15.0,3.03,0.0
20180706:1011,713.7,737.94,132.39,19.37,49.55,16.19,3.24,0.0
20180706:1111,779.61,806.9,156.74,20.77,54.66,17.25,3.52,0.0
20180706:1211,736.12,638.6,270.82,19.74,56.78,18.2,3.72,0.0
20180706:1311,652.25,473.61,326.6,17.96,55.31,18.96,3.86,0.0
20180706:1411,492.96,248.93,349.13,14.52,50.68,19.53,4.0,0.0
20180706:1511,460.68,267.05,290.76,13.75,43.96,19.74,4.07,0.0
20180706:1611,371.56,227.97,223.56,11.92,36.09,19.69,4.14,0.0
20180706:1711,253.33,211.06,113.99,10.36,27.75,19.26,4.21,0.0
20180706:1811,85.2,51.45,85.23,6.55,19.4,18.52,3.93,0.0
20180706:1911,40.96,0.0,63.63,1.98,11.42,18.46,3.66,0.0
20180706:2011,6.93,0.0,18.53,0.58,4.13,17.42,3.45,0.0
20180706:2111,0.0,0.0,0.0,0.0,0.0,16.01,3.45,0.0
20180706:2211,0.0,0.0,0.0,0.0,0.0,14.9,3.38,0.0
20180706:2311,0.0,0.0,0.0,0.0,0.0,13.9,3.1,0.0
20180707:0011,0.0,0.0,0.0,0.0,0.0,13.12,2.9,0.0
20180707:0111,0.0,0.0,0.0,0.0,0.0,12.46,2.83,0.0
20180707:0211,0.0,0.0,0.0,0.0,0.0,11.9,2.76,0.0
20180707:0311,0.0,0.0,0.0,0.0,0.0,11.45,2.62,0.0
20180707:0411,2.31,0.0,10.47,0.33,2.76,11.03,2.48,0.0
20180707:0511,28.41,0.0,46.72,1.45,9.89,11.21,2.28,0.0
20180707:0611,57.34,38.91,62.46,6.2,17.77,12.43,2.21,0.0
20180707:0711,225.28,195.31,96.51,9.81,26.07,13.76,2.14,0.0
20180707:0811,415.73,385.41,117.4,13.42,34.44,15.19,1.93,0.0
20180707:0911,563.42,539.29,149.53,16.35,42.44,16.58,1.72,0.0
20180707:1011,672.23,677.88,165.26,18.79,49.44,18.08,1.66,0.0
20180707:1111,714.17,699.13,214.76,19.82,54.55,19.36,1.52,0.0
20180707:1211,449.3,171.72,386.22,13.95,56.68,20.75,1.79,0.0
20180707:1311,433.95,160.85,378.1,13.57,55.22,21.68,2.14,0.0
20180707:1411,307.52,58.07,324.64,10.36,50.61,22.0,2.07,0.0
20180707:1511,408.35,205.48,302.38,12.77,43.89,22.27,1.93,0.0
20180707:1611,374.01,258.01,208.4,12.24,36.03,22.39,2.0,0.0
20180707:1711,244.24,200.53,119.61,10.13,27.69,22.16,2.14,0.0
20180707:1811,82.24,52.76,82.69,6.55,19.34,21.52,2.14,0.0
20180707:1911,39.14,0.0,62.02,1.93,11.35,20.66,2.0,0.0
20180707:2011,7.34,0.0,19.33,0.6,4.06,19.76,2.9,0.0
20180707:2111,0.0,0.0,0.0,0.0,0.0,18.71,3.52,0.0
20180707:2211,0.0,0.0,0.0,0.0,0.0,17.57,3.66,0.0
20180707:2311,0.0,0.0,0.0,0.0,0.0,16.62,3.38,0.0
20180708:0011,0.0,0.0,0.0,0.0,0.0,16.04,3.1,0.0
20180708:0111,0.0,0.0,0.0,0.0,0.0,15.61,2.9,0.0
20180708:0211,0.0,0.0,0.0,0.0,0.0,15.32,2.76,0.0
20180708:0311,0.0,0.0,0.0,0.0,0.0,15.03,2.76,0.0
20180708:0411,0.0,0.0,1.61,0.05,2.65,14.89,2.69,0.0
20180708:0511,11.93,0.0,25.77,0.8,9.77,15.54,2.62,0.0
20180708:0611,80.27,5.9,106.83,3.76,17.66,16.42,2.69,0.0
20180708:0711,150.82,24.53,168.9,5.72,25.96,17.32,3.52,0.0
20180708:0811,270.46,91.16,238.38,9.06,34.34,18.41,4.76,0.0
20180708:0911,228.2,24.36,256.27,7.85,42.33,18.99,4.97,0.0
20180708:1011,298.48,49.87,312.83,9.88,49.33,19.53,5.1,0.0
20180708:1111,689.44,564.13,277.8,18.54,54.43,19.76,5.17,0.0
20180708:1211,581.52,338.04,369.48,16.41,56.57,20.73,5.45,0.0
20180708:1311,555.83,311.63,365.15,15.88,55.12,21.26,5.45,0.0
20180708:1411,649.84,553.15,242.2,17.83,50.52,21.62,5.45,0.0
20180708:1511,508.92,366.74,251.55,14.82,43.82,21.69,5.24,0.0
20180708:1611,439.5,419.93,116.26,13.97,35.96,21.69,4.97,0.0
20180708:1711,251.79,231.08,96.23,10.49,27.63,21.43,4.48,0.0
20180708:1811,69.95,70.58,56.95,7.07,19.28,21.06,4.07,0.0
20180708:1911,37.35,0.0,59.6,1.86,11.28,20.14,3.45,0.0
20180708:2011,0.0,0.0,3.22,0.1,3.98,19.13,1.79,0.0
20180708:2111,0.0,0.0,0.0,0.0,0.0,17.49,1.24,0.0
20180708:2211,0.0,0.0,0.0,0.0,0.0,15.94,2.07,0.0
20180708:2311,0.0,0.0,0.0,0.0,0.0,14.98,2.55,0.0
20180709:0011,0.0,0.0,0.0,0.0,0.0,14.44,2.48,0.0
20180709:0111,0.0,0.0,0.0,0.0,0.0,14.02,2.34,0.0
20180709:0211,0.0,0.0,0.0,0.0,0.0,13.85,2.21,0.0
20180709:0311,0.0,0.0,0.0,0.0,0.0,13.72,2.07,0.0
20180709:0411,0.0,0.0,1.61,0.05,2.53,13.69,2.0,0.0
20180709:0511,7.62,0.0,19.33,0.6,9.66,13.58,2.21,0.0
20180709:0611,30.46,0.0,49.81,1.43,17.54,13.68,2.48,0.0
20180709:0711,70.19,0.0,97.0,2.78,25.85,13.86,2.48,0.0
20180709:0811,127.65,0.93,161.73,4.67,34.22,14.05,2.34,0.0
20180709:0911,181.97,5.3,219.0,6.4,42.21,14.19,2.34,0.0
20180709:1011,101.9,0.0,133.7,3.84,49.21,14.48,2.21,0.0
20180709:1111,371.21,85.75,360.28,11.79,54.31,14.94,2.0,0.0
20180709:1211,492.74,205.53,392.62,14.67,56.45,15.38,1.72,0.0
20180709:1311,637.12,448.8,339.2,17.73,55.02,15.8,1.72,0.0
20180709:1411,651.96,561.03,249.36,18.14,50.43,16.38,1.59,0.0
20180709:1511,597.71,591.03,146.41,17.23,43.74,16.89,1.52,0.0
20180709:1611,438.06,397.07,139.86,13.95,35.89,17.26,1.38,0.0
20180709:1711,258.24,232.58,100.76,10.64,27.56,17.49,1.38,0.0
20180709:1811,78.64,63.16,70.36,6.92,19.2,17.56,1.86,0.0
20180709:1911,41.27,0.0,63.63,1.98,11.21,16.68,2.14,0.0
20180709:2011,5.97,0.0,16.91,0.53,3.9,15.87,2.62,0.0
20180709:2111,0.0,0.0,0.0,0.0,0.0,14.86,3.03,0.0
20180709:2211,0.0,0.0,0.0,0.0,0.0,13.98,3.24,0.0
20180709:2311,0.0,0.0,0.0,0.0,0.0,13.52,3.17,0.0
20180710:0011,0.0,0.0,0.0,0.0,0.0,13.21,2.76,0.0
20180710:0111,0.0,0.0,0.0,0.0,0.0,12.85,2.0,0.0
20180710:0211,0.0,0.0,0.0,0.0,0.0,12.74,1.52,0.0
20180710:0311,0.0,0.0,0.0,0.0,0.0,12.71,1.24,0.0
20180710:0411,0.0,0.0,2.42,0.08,2.41,12.71,1.17,0.0
20180710:0511,20.53,0.0,37.05,1.15,9.54,12.79,1.17,0.0
20180710:0611,81.26,5.8,106.76,3.76,17.42,12.91,1.03,0.0
20180710:0711,129.0,10.54,154.78,4.82,25.73,12.86,0.34,0.0
20180710:0811,182.04,17.74,207.77,6.4,34.1,13.25,0.28,0.0
20180710:0911,200.33,11.69,234.59,6.97,42.09,13.64,0.69,0.0
20180710:1011,154.19,0.0,194.0,5.57,49.09,14.52,0.97,0.0
20180710:1111,242.91,12.94,283.91,8.38,54.19,14.99,1.1,0.0
20180710:1211,246.43,11.9,289.91,8.53,56.33,15.37,0.97,0.0
20180710:1311,438.29,160.49,375.51,13.47,54.91,15.92,0.9,0.0
20180710:1411,441.59,190.04,350.15,13.42,50.34,16.31,0.97,0.0
20180710:1511,250.45,34.46,273.45,8.53,43.65,16.64,0.97,0.0
20180710:1611,226.38,41.25,238.36,7.8,35.81,16.63,1.1,0.0
20180710:1711,167.91,30.87,182.78,6.25,27.48,16.79,1.24,0.0
20180710:1811,44.18,0.0,67.29,1.93,19.13,16.52,1.66,0.0
20180710:1911,9.65,0.0,22.55,0.7,11.12,16.19,1.79,0.0
20180710:2011,0.0,0.0,2.42,0.08,3.81,15.69,2.14,0.0
20180710:2111,0.0,0.0,0.0,0.0,0.0,15.25,2.21,0.0
20180710:2211,0.0,0.0,0.0,0.0,0.0,14.86,2.0,0.0
20180710:2311,0.0,0.0,0.0,0.0,0.0,14.47,1.79,0.0
20180711:0011,0.0,0.0,0.0,0.0,0.0,14.16,1.52,0.0
20180711:0111,0.0,0.0,0.0,0.0,0.0,14.09,1.38,0.0
20180711:0211,0.0,0.0,0.0,0.0,0.0,13.84,1.38,0.0
20180711:0311,0.0,0.0,0.0,0.0,0.0,13.66,1.59,0.0
20180711:0411,0.0,0.0,0.81,0.03,2.28,13.59,1.66,0.0
20180711:0511,26.77,0.0,45.11,1.4,9.41,13.56,1.72,0.0
20180711:0611,73.98,21.1,91.23,5.17,17.3,13.67,1.79,0.0
20180711:0711,44.03,0.0,66.41,1.91,25.61,13.9,1.45,0.0
20180711:0811,206.29,31.8,221.41,7.12,33.98,14.52,1.66,0.0
20180711:0911,280.18,58.57,281.02,9.23,41.97,15.47,1.66,0.0
20180711:1011,371.48,112.79,338.32,11.71,48.96,16.46,1.45,0.0
20180711:1111,430.67,153.25,371.81,13.24,54.05,16.97,1.59,0.0
20180711:1211,411.75,125.18,377.39,12.89,56.2,17.69,1.79,0.0
20180711:1311,512.63,254.19,375.33,15.08,54.79,18.05,2.0,0.0
20180711:1411,494.8,260.4,343.59,14.52,50.23,18.12,2.34,0.0
20180711:1511,401.05,179.18,305.41,12.27,43.56,17.69,2.76,0.0
20180711:1611,209.17,28.86,229.18,7.25,35.73,17.06,2.97,0.0
20180711:1711,255.94,221.34,104.81,10.31,27.4,16.65,3.03,0.0
20180711:1811,76.62,64.12,66.64,6.82,19.04,16.13,3.03,0.0
20180711:1911,37.46,0.0,58.8,1.83,11.04,16.05,2.9,0.0
20180711:2011,0.0,0.0,2.42,0.08,3.71,15.25,2.76,0.0
20180711:2111,0.0,0.0,0.0,0.0,0.0,14.43,2.48,0.0
20180711:2211,0.0,0.0,0.0,0.0,0.0,13.93,2.34,0.0
20180711:2311,0.0,0.0,0.0,0.0,0.0,13.53,2.14,0.0
20180712:0011,0.0,0.0,0.0,0.0,0.0,13.37,1.86,0.0
20180712:0111,0.0,0.0,0.0,0.0,0.0,13.15,1.66,0.0
20180712:0211,0.0,0.0,0.0,0.0,0.0,12.92,1.52,0.0
20180712:0311,0.0,0.0,0.0,0.0,0.0,12.85,1.52,0.0
20180712:0411,0.0,0.0,0.0,0.0,0.0,12.63,1.59,0.0
20180712:0511,28.8,0.0,47.52,1.48,9.28,12.91,2.07,0.0
20180712:0611,77.96,15.46,98.32,4.72,17.17,13.28,2.34,0.0
20180712:0711,211.17,146.65,124.89,8.8,25.49,13.65,2.21,0.0
20180712:0811,249.73,69.37,232.99,8.35,33.85,14.1,2.07,0.0
20180712:0911,141.71,1.07,178.36,5.14,41.84,14.86,1.86,0.0
20180712:1011,115.82,0.0,150.3,4.31,48.82,15.36,1.66,0.0
20180712:1111,180.87,1.18,223.83,6.45,53.92,15.53,1.66,0.0
20180712:1211,168.89,0.0,211.47,6.07,56.06,15.81,1.72,0.0
20180712:1311,181.84,1.18,225.58,6.5,54.66,16.16,1.66,0.0
20180712:1411,191.2,3.45,233.69,6.77,50.12,16.2,2.14,0.0
20180712:1511,232.54,23.8,260.66,7.95,43.46,16.16,2.21,0.0
20180712:1611,197.23,23.15,220.69,6.87,35.64,16.21,2.34,0.0
20180712:1711,179.34,42.45,183.24,6.62,27.31,15.87,2.55,0.0
20180712:1811,25.32,0.0,43.69,1.25,18.95,15.56,2.55,0.0
20180712:1911,8.6,0.0,20.94,0.65,10.94,15.43,2.76,0.0
20180712:2011,4.51,0.0,14.5,0.45,3.61,14.93,2.62,0.0
20180712:2111,0.0,0.0,0.0,0.0,0.0,14.41,2.55,0.0
20180712:2211,0.0,0.0,0.0,0.0,0.0,13.92,2.55,0.0
20180712:2311,0.0,0.0,0.0,0.0,0.0,13.68,2.48,0.0
20180713:0011,0.0,0.0,0.0,0.0,0.0,13.31,2.21,0.0
20180713:0111,0.0,0.0,0.0,0.0,0.0,12.98,1.93,0.0
20180713:0211,0.0,0.0,0.0,0.0,0.0,12.83,1.72,0.0
